CountyName,OwnerName_Grouped,OwnerName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,PropType,TotalAcres,Rank
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,320.0,1
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,40.01,1
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,147.0,1
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,636.0,1
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,640.0,2
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,628.0,7
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,280.0,2
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,320.0,1
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,640.0,1
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,640.0,1
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,320.0,2
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,634.0,2
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,308.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,637.0,2
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,640.0,1
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 80850,,,BILLINGS,MT,Vacant Land,20.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,60.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,40.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,40.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,320.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,40.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 80850,,,BILLINGS,MT,Vacant Land,10.0,7
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,640.0,1
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,0.244,2
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,40.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LIMITED PARTNERSHIP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,160.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,84.82,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,586.84,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,320.0,7
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,0.489,2
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,419.42,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.48,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.76,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LIMITED PARTNERSHIP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LIMITED PARTNERSHIP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,200.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,600.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,520.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LP,PO BOX 1745,,,MILES CITY,MT,Industrial Property,640.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,400.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,632.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,40.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,21.63,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Improved Property,461.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LMTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,49.5,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,635.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,160.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LIMITED PARTNERSHIP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,203.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,42.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,169.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Improved Property,188.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,648.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,158.45,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Improved Property,516.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Improved Property,372.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,360.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,684.34,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,480.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LIMITED PARTNERSHIP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,680.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,669.06,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,40.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,622.54,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,462.59,10
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,642.0,7
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,640.0,1
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,453.09,1
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,315.0,2
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,317.0,2
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,40.0,2
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,638.0,7
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,640.0,1
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,616.0,1
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,120.0,2
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,319.0,7
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,320.0,1
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,200.0,2
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,12.0,2
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,636.0,1
Rosebud,GALT RANCH,71 RANCH LP,40 71 RANCH LN,,,MARTINSDALE,MT,Vacant Land,640.0,1
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,320.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,80.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,628.0,7
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,14.0,2
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,616.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,154.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,199.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,80.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,129.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,560.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,320.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,160.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,644.28,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,19.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,40.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PNTSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,240.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,644.56,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,43.56,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,39.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,320.03,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,0.18,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,575.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,1.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,284.52,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LP,PO BOX 1745,,,MILES CITY,MT,Industrial Property,259.74,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Improved Property,157.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,360.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTY LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,80.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,651.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,40.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTY LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,160.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,160.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LIMITED PARTNERSHIP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,320.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,320.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,111.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,364.74,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,317.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,120.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,642.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,542.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,40.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,632.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,280.0,10
Rosebud,KROENKE GROUP,PV ANTELOPE CREEK HOLDINGS LLC,200 S 23RD AVE STE D9,,,BOZEMAN,MT,Vacant Land,0.163,2
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.48,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.52,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,630.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,520.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,662.84,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,640.0,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,578.69,10
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROP LTD PTNSH,PO BOX 1745,,,MILES CITY,MT,Vacant Land,440.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,4.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LIMITED PARTNERSHIP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,358.1,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,3.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,168.38,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,40.0,10
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,145.0,7
Rosebud,COFFEE-NEFSY,COFFEE NEFSY LIMITED PARTNERSHIP,PO BOX 575,,,MILES CITY,MT,Vacant Land,7.109,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,COFFEE-NEFSY,COFFEE-NEFSY LP,PO BOX 575,,,MILES CITY,MT,Vacant Land,640.0,7
Rosebud,GREAT NORTHERN PROPERTIES,GREAT NORTHERN PROPERTIES LTD PTNSHP,PO BOX 1745,,,MILES CITY,MT,Vacant Land,40.0,10
